ID,y_true,prob,pred,error,abs_error
6211,0,0.9083641,1,1,0.9083641
983,1,0.091919005,0,1,0.908080995
4475,0,0.908043,1,1,0.908043
24257,0,0.9078855,1,1,0.9078855
29802,0,0.90781844,1,1,0.90781844
837,0,0.90781844,1,1,0.90781844
1083,0,0.90781844,1,1,0.90781844
10125,0,0.90781844,1,1,0.90781844
18707,0,0.9074421,1,1,0.9074421
24382,0,0.9071961,1,1,0.9071961
12495,1,0.092858374,0,1,0.907141626
27255,0,0.9069249,1,1,0.9069249
24169,0,0.9068176,1,1,0.9068176
9672,0,0.9065541,1,1,0.9065541
11559,0,0.9065541,1,1,0.9065541
28748,0,0.9065541,1,1,0.9065541
11808,1,0.093506366,0,1,0.906493634
19530,1,0.09367208,0,1,0.90632792
5323,0,0.9060572,1,1,0.9060572
27049,0,0.9059537,1,1,0.9059537
2102,0,0.9059537,1,1,0.9059537
18039,0,0.9059537,1,1,0.9059537
7003,0,0.9058094,1,1,0.9058094
10759,0,0.9048786,1,1,0.9048786
23308,1,0.095291875,0,1,0.904708125
16749,0,0.9047065,1,1,0.9047065
14341,0,0.9046097,1,1,0.9046097
10498,0,0.9045204,1,1,0.9045204
10785,0,0.9044288,1,1,0.9044288
8797,1,0.09566212,0,1,0.90433788
13410,0,0.9042778,1,1,0.9042778
113,0,0.9040088,1,1,0.9040088
13529,0,0.9035334,1,1,0.9035334
12094,0,0.903434,1,1,0.903434
11874,0,0.903345,1,1,0.903345
29494,0,0.90315384,1,1,0.90315384
26063,0,0.90274197,1,1,0.90274197
24136,1,0.097752385,0,1,0.9022476150000001
11090,1,0.09791809,0,1,0.90208191
905,0,0.9019379,1,1,0.9019379
4543,0,0.90174294,1,1,0.90174294
27914,0,0.9015338,1,1,0.9015338
3641,0,0.90134734,1,1,0.90134734
21549,0,0.90068156,1,1,0.90068156
8906,0,0.9006647,1,1,0.9006647
7549,0,0.90064085,1,1,0.90064085
1522,0,0.9004181,1,1,0.9004181
19623,1,0.099601276,0,1,0.900398724
4506,0,0.90024555,1,1,0.90024555
13381,1,0.09975679,0,1,0.90024321
12353,1,0.100500315,0,1,0.899499685
12284,1,0.10053198,0,1,0.89946802
15186,0,0.8991004,1,1,0.8991004
22386,1,0.1009147,0,1,0.8990853
16765,0,0.89905876,1,1,0.89905876
1199,1,0.101137646,0,1,0.898862354
6160,0,0.8984789,1,1,0.8984789
12261,0,0.89836675,1,1,0.89836675
3873,0,0.8977517,1,1,0.8977517
7068,0,0.89764494,1,1,0.89764494
17279,0,0.8976155,1,1,0.8976155
9802,1,0.102424115,0,1,0.897575885
13739,0,0.8975676,1,1,0.8975676
12746,0,0.897451,1,1,0.897451
18229,0,0.8974509,1,1,0.8974509
17191,0,0.8971732,1,1,0.8971732
16601,0,0.8971397,1,1,0.8971397
10754,1,0.102930866,0,1,0.897069134
5189,0,0.8970235,1,1,0.8970235
3087,0,0.89694864,1,1,0.89694864
17056,0,0.8964209,1,1,0.8964209
6176,0,0.8962308,1,1,0.8962308
15764,0,0.8961694,1,1,0.8961694
1369,0,0.8961455,1,1,0.8961455
1446,0,0.89593047,1,1,0.89593047
18688,0,0.89592534,1,1,0.89592534
28302,0,0.895827,1,1,0.895827
25816,1,0.104241215,0,1,0.895758785
1638,0,0.89569557,1,1,0.89569557
9848,1,0.10438478,0,1,0.89561522
12036,0,0.89546126,1,1,0.89546126
29939,0,0.8954577,1,1,0.8954577
2715,0,0.8953613,1,1,0.8953613
10671,1,0.10468704,0,1,0.89531296
11511,0,0.8952444,1,1,0.8952444
22439,0,0.8952087,1,1,0.8952087
2704,0,0.8951818,1,1,0.8951818
20660,0,0.8951276,1,1,0.8951276
2072,0,0.89483863,1,1,0.89483863
21369,0,0.8947219,1,1,0.8947219
11978,0,0.8945271,1,1,0.8945271
18973,0,0.89426666,1,1,0.89426666
10008,0,0.89407694,1,1,0.89407694
12433,0,0.8940669,1,1,0.8940669
8431,0,0.8940669,1,1,0.8940669
6062,0,0.89394885,1,1,0.89394885
4510,0,0.89394885,1,1,0.89394885
25434,0,0.8938981,1,1,0.8938981
23234,0,0.8938739,1,1,0.8938739
17009,0,0.89371413,1,1,0.89371413
8408,0,0.8936695,1,1,0.8936695
16310,0,0.8936695,1,1,0.8936695
330,0,0.89346343,1,1,0.89346343
3936,0,0.8931252,1,1,0.8931252
12820,0,0.89302903,1,1,0.89302903
25186,0,0.89302903,1,1,0.89302903
26561,0,0.8929767,1,1,0.8929767
799,0,0.8928427,1,1,0.8928427
13451,0,0.89268273,1,1,0.89268273
10729,0,0.8926047,1,1,0.8926047
22416,0,0.8925346,1,1,0.8925346
16572,0,0.892416,1,1,0.892416
11099,0,0.89234906,1,1,0.89234906
18926,0,0.892204,1,1,0.892204
6843,0,0.89156634,1,1,0.89156634
4641,0,0.8914799,1,1,0.8914799
4249,0,0.8911379,1,1,0.8911379
16996,0,0.89095634,1,1,0.89095634
16521,0,0.89091706,1,1,0.89091706
21725,0,0.89065975,1,1,0.89065975
29551,0,0.89064276,1,1,0.89064276
5947,1,0.10957973,0,1,0.89042027
17396,0,0.89023405,1,1,0.89023405
18315,0,0.8901989,1,1,0.8901989
13945,0,0.89003134,1,1,0.89003134
28183,1,0.1099871,0,1,0.8900129
18515,0,0.8895793,1,1,0.8895793
25364,0,0.8894313,1,1,0.8894313
4448,0,0.88913697,1,1,0.88913697
8495,0,0.8890904,1,1,0.8890904
22796,1,0.11101132,0,1,0.88898868
3326,1,0.11104559,0,1,0.88895441
13697,0,0.88894767,1,1,0.88894767
5031,1,0.11106214,0,1,0.88893786
15191,0,0.8888969,1,1,0.8888969
14377,0,0.8888276,1,1,0.8888276
12525,0,0.8884175,1,1,0.8884175
18272,0,0.88819784,1,1,0.88819784
16127,0,0.8878941,1,1,0.8878941
1133,0,0.88787335,1,1,0.88787335
10365,0,0.8876517,1,1,0.8876517
23294,1,0.112458214,0,1,0.887541786
8724,0,0.887498,1,1,0.887498
3744,0,0.8872454,1,1,0.8872454
29666,0,0.88721514,1,1,0.88721514
17788,0,0.8871067,1,1,0.8871067
27164,0,0.8870431,1,1,0.8870431
22725,0,0.8869365,1,1,0.8869365
21290,0,0.8869201,1,1,0.8869201
18992,0,0.8866596,1,1,0.8866596
14709,0,0.8864714,1,1,0.8864714
22894,1,0.11365403,0,1,0.88634597
1406,1,0.113766916,0,1,0.886233084
17703,0,0.8861845,1,1,0.8861845
3246,0,0.88599455,1,1,0.88599455
23743,0,0.8858464,1,1,0.8858464
3687,0,0.8857814,1,1,0.8857814
6342,0,0.88571984,1,1,0.88571984
15482,1,0.11430241,0,1,0.88569759
21977,0,0.8856078,1,1,0.8856078
5543,0,0.88545597,1,1,0.88545597
1565,1,0.11476228,0,1,0.88523772
16348,0,0.88508284,1,1,0.88508284
24934,0,0.88497794,1,1,0.88497794
15407,0,0.88483983,1,1,0.88483983
2964,0,0.88483846,1,1,0.88483846
13290,0,0.88479155,1,1,0.88479155
13681,0,0.88474405,1,1,0.88474405
13737,0,0.88471556,1,1,0.88471556
11585,0,0.88459766,1,1,0.88459766
14806,0,0.8845007,1,1,0.8845007
18659,0,0.8845007,1,1,0.8845007
15689,1,0.11551081,0,1,0.88448919
160,0,0.8842935,1,1,0.8842935
14861,0,0.88426983,1,1,0.88426983
4471,0,0.8840498,1,1,0.8840498
4324,0,0.8838167,1,1,0.8838167
10024,0,0.8837872,1,1,0.8837872
17746,1,0.1162495,0,1,0.8837505
11818,0,0.8837321,1,1,0.8837321
20688,0,0.88370216,1,1,0.88370216
24677,0,0.8836751,1,1,0.8836751
1707,0,0.8833953,1,1,0.8833953
11244,0,0.88337344,1,1,0.88337344
26133,0,0.8832218,1,1,0.8832218
28925,0,0.88312644,1,1,0.88312644
14362,0,0.88302463,1,1,0.88302463
19843,0,0.88302237,1,1,0.88302237
24093,0,0.8829624,1,1,0.8829624
28582,0,0.88289016,1,1,0.88289016
17592,0,0.8828081,1,1,0.8828081
21213,0,0.88275415,1,1,0.88275415
4701,0,0.88273454,1,1,0.88273454
16432,0,0.88273454,1,1,0.88273454
1512,0,0.88260365,1,1,0.88260365
24802,0,0.88250715,1,1,0.88250715
1989,0,0.8824855,1,1,0.8824855
27724,0,0.8822035,1,1,0.8822035
7269,0,0.88218176,1,1,0.88218176
22417,0,0.8821472,1,1,0.8821472
10667,0,0.8821472,1,1,0.8821472
5440,0,0.881817,1,1,0.881817
11240,0,0.88180774,1,1,0.88180774
25443,1,0.1182443,0,1,0.8817557
22691,0,0.88104403,1,1,0.88104403
3379,0,0.8809433,1,1,0.8809433
19316,0,0.8809433,1,1,0.8809433
13720,0,0.8806646,1,1,0.8806646
18866,0,0.88065004,1,1,0.88065004
4719,1,0.11946029,0,1,0.88053971
14419,0,0.88033915,1,1,0.88033915
8697,0,0.88023186,1,1,0.88023186
27794,0,0.88008255,1,1,0.88008255
9194,0,0.87994,1,1,0.87994
7500,0,0.8798694,1,1,0.8798694
21286,0,0.8795552,1,1,0.8795552
20032,0,0.879495,1,1,0.879495
4161,0,0.87943417,1,1,0.87943417
16327,1,0.12062552,0,1,0.87937448
9821,0,0.87933344,1,1,0.87933344
5593,0,0.87916774,1,1,0.87916774
5800,0,0.8791224,1,1,0.8791224
6560,1,0.12094244,0,1,0.87905756
18468,0,0.8790237,1,1,0.8790237
16830,1,0.121013604,0,1,0.878986396
6552,1,0.121162795,0,1,0.878837205
17786,0,0.87883466,1,1,0.87883466
911,0,0.8787626,1,1,0.8787626
3104,1,0.12128406,0,1,0.87871594
4523,0,0.87857777,1,1,0.87857777
29671,0,0.878505,1,1,0.878505
8803,0,0.87845373,1,1,0.87845373
1134,0,0.87839884,1,1,0.87839884
16083,0,0.87826633,1,1,0.87826633
10468,0,0.87819505,1,1,0.87819505
28150,0,0.87815285,1,1,0.87815285
11777,0,0.87783056,1,1,0.87783056
27810,0,0.8777197,1,1,0.8777197
8937,0,0.8776513,1,1,0.8776513
880,0,0.8774709,1,1,0.8774709
3854,0,0.8774073,1,1,0.8774073
5846,0,0.8772625,1,1,0.8772625
5117,0,0.8771335,1,1,0.8771335
15252,0,0.8769675,1,1,0.8769675
21121,0,0.87680584,1,1,0.87680584
28377,0,0.8766974,1,1,0.8766974
21453,0,0.8766185,1,1,0.8766185
5477,0,0.8765342,1,1,0.8765342
28177,0,0.87652194,1,1,0.87652194
19640,0,0.87637365,1,1,0.87637365
18244,0,0.8763086,1,1,0.8763086
16577,0,0.8756322,1,1,0.8756322
7175,0,0.87539256,1,1,0.87539256
982,0,0.8753859,1,1,0.8753859
19215,0,0.87513626,1,1,0.87513626
25581,0,0.87498105,1,1,0.87498105
6371,0,0.8748143,1,1,0.8748143
1980,1,0.12526056,0,1,0.87473944
8737,1,0.12532099,0,1,0.87467901
26395,0,0.87456876,1,1,0.87456876
4899,1,0.125745,0,1,0.874255
20546,0,0.87420607,1,1,0.87420607
10772,0,0.8741262,1,1,0.8741262
13375,0,0.87407017,1,1,0.87407017
8658,1,0.12599677,0,1,0.87400323
5225,0,0.87371856,1,1,0.87371856
7376,0,0.87368953,1,1,0.87368953
16277,1,0.12634605,0,1,0.87365395
2333,0,0.8736286,1,1,0.8736286
27651,0,0.8735407,1,1,0.8735407
932,1,0.12651151,0,1,0.87348849
12086,1,0.1268181,0,1,0.8731819000000001
18426,0,0.8731462,1,1,0.8731462
28947,1,0.12697816,0,1,0.87302184
6991,0,0.8730192,1,1,0.8730192
22789,0,0.87288064,1,1,0.87288064
4654,0,0.8727741,1,1,0.8727741
21557,0,0.8726946,1,1,0.8726946
23937,0,0.8725559,1,1,0.8725559
11721,0,0.87243587,1,1,0.87243587
20027,1,0.12801215,0,1,0.87198785
22056,0,0.8719842,1,1,0.8719842
7966,1,0.12807028,0,1,0.87192972
4403,0,0.87191886,1,1,0.87191886
29150,0,0.8718384,1,1,0.8718384
29225,0,0.8718137,1,1,0.8718137
10143,0,0.8717881,1,1,0.8717881
15571,0,0.8717881,1,1,0.8717881
11664,0,0.8717881,1,1,0.8717881
5986,0,0.8717881,1,1,0.8717881
4609,0,0.8717881,1,1,0.8717881
650,0,0.87158173,1,1,0.87158173
25016,0,0.87155944,1,1,0.87155944
9369,1,0.12857118,0,1,0.87142882
3951,0,0.8711613,1,1,0.8711613
8657,0,0.8711577,1,1,0.8711577
15741,0,0.8711197,1,1,0.8711197
20380,0,0.8710705,1,1,0.8710705
6628,0,0.8710293,1,1,0.8710293
2926,0,0.8706504,1,1,0.8706504
20769,0,0.870421,1,1,0.870421
12354,0,0.8703833,1,1,0.8703833
6997,0,0.8702847,1,1,0.8702847
27931,0,0.87027186,1,1,0.87027186
9551,0,0.87010306,1,1,0.87010306
25533,0,0.8700372,1,1,0.8700372
25255,1,0.13010913,0,1,0.86989087
19835,0,0.86980736,1,1,0.86980736
1620,1,0.13021325,0,1,0.86978675
29689,0,0.8697529,1,1,0.8697529
19200,1,0.13029811,0,1,0.86970189
14938,0,0.86966056,1,1,0.86966056
421,0,0.8696328,1,1,0.8696328
17005,0,0.8696278,1,1,0.8696278
25913,0,0.8694262,1,1,0.8694262
25916,0,0.8693564,1,1,0.8693564
8444,0,0.8693044,1,1,0.8693044
1428,0,0.86910975,1,1,0.86910975
6290,0,0.86893874,1,1,0.86893874
26005,1,0.13115843,0,1,0.8688415700000001
15055,1,0.13135849,0,1,0.86864151
22551,0,0.86856693,1,1,0.86856693
22611,0,0.86855346,1,1,0.86855346
16920,0,0.86855346,1,1,0.86855346
27459,0,0.86855346,1,1,0.86855346
21051,0,0.86849827,1,1,0.86849827
16008,0,0.86827445,1,1,0.86827445
26281,0,0.8681709,1,1,0.8681709
26922,1,0.13191935,0,1,0.86808065
2974,0,0.86801565,1,1,0.86801565
3328,1,0.13200416,0,1,0.86799584
26359,0,0.86790246,1,1,0.86790246
29296,0,0.86783665,1,1,0.86783665
7778,1,0.1322289,0,1,0.8677711
2263,0,0.8676421,1,1,0.8676421
319,0,0.8675706,1,1,0.8675706
1399,0,0.86738586,1,1,0.86738586
19489,0,0.8673582,1,1,0.8673582
21660,0,0.8673257,1,1,0.8673257
218,0,0.8673169,1,1,0.8673169
23307,0,0.8673086,1,1,0.8673086
10473,0,0.8669988,1,1,0.8669988
25068,1,0.13330665,0,1,0.86669335
26512,0,0.86666244,1,1,0.86666244
26713,0,0.866524,1,1,0.866524
23344,1,0.13355444,0,1,0.8664455600000001
18537,0,0.8664213,1,1,0.8664213
48,1,0.13358204,0,1,0.8664179599999999
11025,0,0.8662635,1,1,0.8662635
21562,0,0.866165,1,1,0.866165
21202,0,0.86603975,1,1,0.86603975
21098,0,0.86603975,1,1,0.86603975
16697,0,0.86603975,1,1,0.86603975
24160,0,0.8660309,1,1,0.8660309
9914,0,0.8658931,1,1,0.8658931
24377,0,0.8658084,1,1,0.8658084
28612,0,0.8657654,1,1,0.8657654
15942,0,0.86575943,1,1,0.86575943
18059,0,0.86568093,1,1,0.86568093
5714,0,0.8656028,1,1,0.8656028
18086,0,0.86554104,1,1,0.86554104
10900,0,0.8653357,1,1,0.8653357
8224,0,0.86530536,1,1,0.86530536
15467,0,0.8650635,1,1,0.8650635
215,0,0.8649747,1,1,0.8649747
12899,0,0.86496294,1,1,0.86496294
6658,0,0.8649312,1,1,0.8649312
10534,0,0.86479694,1,1,0.86479694
20225,0,0.8647591,1,1,0.8647591
21564,0,0.86466116,1,1,0.86466116
16456,0,0.8646435,1,1,0.8646435
15821,0,0.86462873,1,1,0.86462873
1175,1,0.13549085,0,1,0.86450915
20997,0,0.8644487,1,1,0.8644487
11307,0,0.8643456,1,1,0.8643456
12846,0,0.864285,1,1,0.864285
5629,0,0.86408633,1,1,0.86408633
17843,0,0.86407036,1,1,0.86407036
26102,0,0.8640587,1,1,0.8640587
6408,0,0.86388373,1,1,0.86388373
24004,0,0.863792,1,1,0.863792
15886,0,0.86373144,1,1,0.86373144
8608,0,0.86362946,1,1,0.86362946
19546,0,0.86362255,1,1,0.86362255
13329,1,0.13638808,0,1,0.86361192
4975,0,0.86357737,1,1,0.86357737
24001,0,0.86318976,1,1,0.86318976
18433,0,0.86314505,1,1,0.86314505
1546,1,0.13686563,0,1,0.86313437
23427,0,0.86312443,1,1,0.86312443
29484,1,0.13705415,0,1,0.86294585
26023,0,0.86292195,1,1,0.86292195
6596,0,0.8627774,1,1,0.8627774
105,0,0.86275476,1,1,0.86275476
5711,1,0.13724591,0,1,0.86275409
7249,0,0.86255795,1,1,0.86255795
10025,1,0.13745134,0,1,0.86254866
25384,0,0.8625342,1,1,0.8625342
13938,0,0.86243117,1,1,0.86243117
4339,0,0.8624117,1,1,0.8624117
6066,0,0.86240035,1,1,0.86240035
6995,0,0.86233866,1,1,0.86233866
27884,0,0.86227304,1,1,0.86227304
13873,0,0.8622428,1,1,0.8622428
11234,0,0.862219,1,1,0.862219
11953,1,0.13793007,0,1,0.86206993
7611,0,0.86203825,1,1,0.86203825
18194,0,0.86196136,1,1,0.86196136
27852,0,0.8619531,1,1,0.8619531
17810,1,0.13807876,0,1,0.86192124
28033,0,0.86177635,1,1,0.86177635
1166,0,0.86171067,1,1,0.86171067
21514,0,0.86164963,1,1,0.86164963
4227,1,0.13846667,0,1,0.86153333
8094,1,0.13847616,0,1,0.86152384
8054,0,0.86121804,1,1,0.86121804
22263,1,0.13881361,0,1,0.86118639
17325,0,0.86113554,1,1,0.86113554
400,0,0.8611155,1,1,0.8611155
19252,1,0.13892387,0,1,0.86107613
21634,1,0.13913773,0,1,0.86086227
23159,0,0.8607553,1,1,0.8607553
1493,0,0.8607405,1,1,0.8607405
18381,0,0.86062604,1,1,0.86062604
25193,0,0.8605852,1,1,0.8605852
29294,1,0.13978119,0,1,0.86021881
9923,0,0.86017066,1,1,0.86017066
15160,0,0.85998034,1,1,0.85998034
11569,1,0.1403673,0,1,0.8596327
18989,0,0.8595696,1,1,0.8595696
27078,0,0.8594921,1,1,0.8594921
11395,0,0.8593501,1,1,0.8593501
832,0,0.85919446,1,1,0.85919446
29057,0,0.85916406,1,1,0.85916406
13677,0,0.85910517,1,1,0.85910517
12616,1,0.14092936,0,1,0.85907064
9005,0,0.8588576,1,1,0.8588576
14552,0,0.85872835,1,1,0.85872835
11994,0,0.8586315,1,1,0.8586315
23360,0,0.8586315,1,1,0.8586315
25962,0,0.8586244,1,1,0.8586244
11845,0,0.8586169,1,1,0.8586169
20522,0,0.858466,1,1,0.858466
5978,0,0.8584377,1,1,0.8584377
9522,0,0.8583635,1,1,0.8583635
13556,1,0.14175197,0,1,0.8582480299999999
10766,0,0.8582471,1,1,0.8582471
5277,0,0.8580553,1,1,0.8580553
3075,0,0.8579563,1,1,0.8579563
21126,0,0.85789883,1,1,0.85789883
17736,1,0.14219965,0,1,0.85780035
5340,0,0.85769725,1,1,0.85769725
1055,0,0.85762924,1,1,0.85762924
6000,0,0.85752463,1,1,0.85752463
29539,0,0.85752076,1,1,0.85752076
2095,0,0.85747933,1,1,0.85747933
15251,0,0.8574507,1,1,0.8574507
21241,0,0.8574286,1,1,0.8574286
28144,0,0.8573237,1,1,0.8573237
27676,0,0.8572406,1,1,0.8572406
11955,1,0.14280476,0,1,0.85719524
16237,0,0.8570951,1,1,0.8570951
25201,0,0.8570521,1,1,0.8570521
25287,0,0.85688925,1,1,0.85688925
5828,1,0.14323321,0,1,0.85676679
9715,0,0.8567304,1,1,0.8567304
16954,0,0.8567304,1,1,0.8567304
11875,0,0.8565734,1,1,0.8565734
11579,1,0.14345208,0,1,0.85654792
16287,0,0.8563022,1,1,0.8563022
9852,1,0.14376959,0,1,0.85623041
27958,0,0.8561208,1,1,0.8561208
25177,0,0.8561122,1,1,0.8561122
9869,0,0.8559811,1,1,0.8559811
9965,1,0.14439885,0,1,0.85560115
11528,0,0.8555749,1,1,0.8555749
3495,0,0.855558,1,1,0.855558
15803,0,0.8555543,1,1,0.8555543
4935,0,0.8555447,1,1,0.8555447
21300,1,0.14458339,0,1,0.85541661
7163,0,0.8553657,1,1,0.8553657
3349,0,0.85508627,1,1,0.85508627
8603,0,0.85508627,1,1,0.85508627
1519,0,0.85508627,1,1,0.85508627
4087,0,0.8548862,1,1,0.8548862
11835,0,0.8547928,1,1,0.8547928
161,0,0.85466594,1,1,0.85466594
14474,0,0.85463226,1,1,0.85463226
4765,0,0.85461295,1,1,0.85461295
27582,0,0.8544882,1,1,0.8544882
9062,0,0.85444945,1,1,0.85444945
27658,0,0.85443836,1,1,0.85443836
14588,0,0.8544366,1,1,0.8544366
1373,0,0.85435253,1,1,0.85435253
23134,1,0.14568937,0,1,0.85431063
9234,0,0.85430044,1,1,0.85430044
10771,0,0.8540645,1,1,0.8540645
9631,0,0.8540454,1,1,0.8540454
8488,0,0.853796,1,1,0.853796
20893,0,0.85371864,1,1,0.85371864
15418,0,0.8536643,1,1,0.8536643
1000,0,0.8536007,1,1,0.8536007
11252,0,0.8535815,1,1,0.8535815
4350,0,0.85342944,1,1,0.85342944
13754,1,0.14673994,0,1,0.85326006
492,0,0.8532598,1,1,0.8532598
18865,0,0.85325146,1,1,0.85325146
9950,0,0.85324705,1,1,0.85324705
22607,0,0.8531135,1,1,0.8531135
13848,0,0.85306877,1,1,0.85306877
27426,1,0.14695267,0,1,0.85304733
1242,0,0.85288996,1,1,0.85288996
12155,0,0.85286456,1,1,0.85286456
15504,1,0.14723733,0,1,0.85276267
23090,0,0.85275775,1,1,0.85275775
16621,0,0.8527305,1,1,0.8527305
24256,1,0.14734298,0,1,0.85265702
1182,0,0.85260373,1,1,0.85260373
12953,0,0.8525578,1,1,0.8525578
7781,1,0.14750674,0,1,0.85249326
17711,0,0.85246044,1,1,0.85246044
2951,0,0.8523844,1,1,0.8523844
20239,0,0.85212964,1,1,0.85212964
9430,0,0.85203123,1,1,0.85203123
18040,0,0.85202533,1,1,0.85202533
10067,0,0.85185015,1,1,0.85185015
8251,0,0.8518424,1,1,0.8518424
3943,0,0.85183036,1,1,0.85183036
1051,0,0.8517598,1,1,0.8517598
26786,0,0.8517335,1,1,0.8517335
12097,0,0.8516931,1,1,0.8516931
26917,0,0.8516089,1,1,0.8516089
8522,0,0.8514259,1,1,0.8514259
8592,0,0.8513379,1,1,0.8513379
8017,0,0.85124016,1,1,0.85124016
17062,0,0.8512303,1,1,0.8512303
6494,0,0.8511989,1,1,0.8511989
5826,0,0.8510581,1,1,0.8510581
2821,0,0.8510098,1,1,0.8510098
5234,0,0.850962,1,1,0.850962
6233,0,0.85089177,1,1,0.85089177
6338,0,0.8508305,1,1,0.8508305
5135,0,0.8508134,1,1,0.8508134
8998,0,0.850785,1,1,0.850785
29604,0,0.8506153,1,1,0.8506153
21703,0,0.8504001,1,1,0.8504001
7053,1,0.14964674,0,1,0.85035326
24709,0,0.85024196,1,1,0.85024196
1301,0,0.8500086,1,1,0.8500086
4501,1,0.14999917,0,1,0.85000083
16338,1,0.15023734,0,1,0.84976266
11260,0,0.8496386,1,1,0.8496386
55,0,0.8496195,1,1,0.8496195
12695,0,0.84920746,1,1,0.84920746
17430,1,0.15087254,0,1,0.8491274600000001
20256,0,0.84901595,1,1,0.84901595
11804,0,0.8489532,1,1,0.8489532
16285,0,0.848839,1,1,0.848839
23062,1,0.15117179,0,1,0.84882821
19936,0,0.8487669,1,1,0.8487669
14784,1,0.15131287,0,1,0.8486871300000001
21637,0,0.84865564,1,1,0.84865564
16733,0,0.8485267,1,1,0.8485267
293,0,0.8483858,1,1,0.8483858
6088,1,0.15180586,0,1,0.84819414
15615,0,0.84814245,1,1,0.84814245
1252,1,0.15187636,0,1,0.8481236400000001
27406,0,0.8480947,1,1,0.8480947
29927,0,0.84804916,1,1,0.84804916
9284,0,0.84796387,1,1,0.84796387
27025,0,0.8478761,1,1,0.8478761
18448,1,0.15228139,0,1,0.84771861
4789,0,0.8477101,1,1,0.8477101
19948,0,0.8476451,1,1,0.8476451
833,1,0.15241285,0,1,0.8475871500000001
27191,0,0.8474206,1,1,0.8474206
7693,0,0.84733725,1,1,0.84733725
2363,0,0.8472185,1,1,0.8472185
6592,0,0.84718233,1,1,0.84718233
3977,0,0.84700567,1,1,0.84700567
524,1,0.15307568,0,1,0.8469243200000001
28021,0,0.84680057,1,1,0.84680057
11788,1,0.15329997,0,1,0.84670003
20431,0,0.846353,1,1,0.846353
1556,1,0.15365556,0,1,0.84634444
20451,0,0.8461945,1,1,0.8461945
6720,1,0.15392049,0,1,0.84607951
26089,0,0.845821,1,1,0.845821
19738,0,0.84580815,1,1,0.84580815
27705,0,0.8457159,1,1,0.8457159
8503,0,0.8457073,1,1,0.8457073
5517,0,0.84557515,1,1,0.84557515
10568,1,0.15446238,0,1,0.84553762
130,0,0.8455358,1,1,0.8455358
5002,1,0.1545218,0,1,0.8454782000000001
12469,0,0.84539974,1,1,0.84539974
13801,0,0.8451502,1,1,0.8451502
5825,0,0.84501344,1,1,0.84501344
11486,0,0.8449721,1,1,0.8449721
23335,1,0.15510596,0,1,0.84489404
4223,0,0.84484404,1,1,0.84484404
17885,0,0.84446704,1,1,0.84446704
11106,1,0.15564808,0,1,0.84435192
2660,0,0.8443023,1,1,0.8443023
4321,1,0.15576306,0,1,0.84423694
16416,0,0.8440338,1,1,0.8440338
9319,0,0.8438674,1,1,0.8438674
2302,1,0.15631205,0,1,0.84368795
22174,1,0.15633464,0,1,0.84366536
11404,0,0.84361935,1,1,0.84361935
21240,1,0.15650706,0,1,0.84349294
599,0,0.8433185,1,1,0.8433185
9248,1,0.15694062,0,1,0.84305938
29276,0,0.8428294,1,1,0.8428294
